player_name,sport,league,avg_annual_pay,agency_name,agency_url
Austin Deculus,Football,NFL,1035000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Bailey Zappe,Football,NFL,1076768,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Bijan Robinson,Football,NFL,4391707,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Blake Fisher,Football,NFL,1648857,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Breece Hall,Football,NFL,2253694,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Brian Branch,Football,NFL,2005433,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Bryce Hall,Football,NFL,902701,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Buddy Johnson,Football,NFL,870000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Byron Young,Football,NFL,1417178,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Cade York,Football,NFL,1097410,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Caleb Ransaw,Football,NFL,1570270,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Camryn Bynum,Football,NFL,15000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Charles Cross,Football,NFL,4276725,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Chase Young,Football,NFL,17000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Chris Braswell,Football,NFL,1696299,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Chris McClellan,Football,NFL,1774018,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Christian Barmore,Football,NFL,20750000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Christian Harris,Football,NFL,1337062,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Christian Kirk,Football,NFL,18000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Chuma Edoga,Football,NFL,1232500,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Coby Bryant,Football,NFL,1116951,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Colton Hood,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Dakoda Shepley,Football,NFL,660000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Danielle Hunter,Football,NFL,17000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Darious Williams,Football,NFL,7500000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Darius Lassiter,Football,NFL,1485000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Dawand Jones,Football,NFL,1158083,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
DeAndre Hopkins,Football,NFL,5000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
DeMarvin Leal,Football,NFL,1296724,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
DeVonta Smith,Football,NFL,4028278,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
DeeJay Dallas,Football,NFL,1263133,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Delarrin Turner-Yell,Football,NFL,998264,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Denzel Burke,Football,NFL,1130054,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Devin Neal,Football,NFL,1112828,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Dez Fitzpatrick,Football,NFL,216000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Donovan Edwards,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Donovan Peoples-Jones,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Ed Ingram,Football,NFL,1499495,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Elgton Jenkins,Football,NFL,13600000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Elic Ayomanor,Football,NFL,1216454,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Elijah Cooks,Football,NFL,901667,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Evan Neal,Football,NFL,6137815,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Garret Wallow,Football,NFL,1100000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Gervon Dexter Sr.,Football,NFL,1680932,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Giovanni Manu,Football,NFL,1186414,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Greg Dortch,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Howard Cross,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Ian Thomas,Football,NFL,1524500,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Isaiah Hodgins,Football,NFL,870000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jahdae Walker,Football,NFL,995000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jalen Hurts,Football,NFL,51000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jalen Milroe,Football,NFL,1566022,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jalen Thompson,Football,NFL,13333333,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Javonte Williams,Football,NFL,2216438,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jaylin Smith,Football,NFL,1540296,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jermaine Johnson II,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jihaad Campbell,Football,NFL,3725894,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Johnny Johnson III,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Jordan Watkins,Football,NFL,1216454,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
K.J. Henry,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Kadyn Proctor,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Kayvon Thibodeaux,Football,NFL,6267808,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Keenan Allen,Football,NFL,3020000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Kevin Dotson,Football,NFL,16000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Kevon Seymour,Football,NFL,1080000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
KhaDarel Hodge,Football,NFL,1200000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Kyler Gordon,Football,NFL,2170732,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Laquon Treadwell,Football,NFL,1165000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Logan Cooke,Football,NFL,4000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Lonnie Johnson,Football,NFL,1685000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Luke Grimm,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Makai Polk,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Malaki Starks,Football,NFL,4144915,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Malik Heath,Football,NFL,901333,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Malik Nabers,Football,NFL,7301938,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Marquis Hayes,Football,NFL,934252,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Marvin Mims,Football,NFL,797350,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Matthew Judon,Football,NFL,3000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
McTelvin Agim,Football,NFL,1133436,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Michael Carter II,Football,NFL,10250000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Milton Williams,Football,NFL,26000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Montez Sweat,Football,NFL,2328252,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Myles Garrett,Football,NFL,40000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Obinna Eze,Football,NFL,750000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Ogbo Okoronkwo,Football,NFL,1255000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Parker Washington,Football,NFL,1008066,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Parry Nickerson,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Patrick Johnson,Football,NFL,896469,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Patrick Queen,Football,NFL,13666667,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Perrion Winfrey,Football,NFL,1118199,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Pharaoh Brown,Football,NFL,1255000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Phidarian Mathis,Football,NFL,1501275,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Power Echols,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Princely Umanmielen,Football,NFL,1587636,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Quentin Skinner,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Quincy Williams,Football,NFL,6000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Quinnen Williams,Football,NFL,19200000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Quinton Bohanna,Football,NFL,1100000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Rasul Douglas,Football,NFL,1572500,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Rayuan Lane III,Football,NFL,1105544,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Russell Gage,Football,NFL,10000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Sai'vion Jones,Football,NFL,1540296,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
T'Vondre Sweat,Football,NFL,2388110,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Terrion Arnold,Football,NFL,3585928,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tetairoa McMillan,Football,NFL,6982598,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tim Smith,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tony Fields II,Football,NFL,952440,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Travis Etienne,Football,NFL,2579621,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tremayne Anchrum,Football,NFL,842623,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Trent Sherfield,Football,NFL,3000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Trevis Gipson,Football,NFL,1170000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Trevor Etienne,Football,NFL,1302186,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyjae Spears,Football,NFL,1372654,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tykee Smith,Football,NFL,1421755,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyleik Williams,Football,NFL,3296018,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyler Baron,Football,NFL,1130054,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyler Booker,Football,NFL,5638430,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyler Davis,Football,NFL,1050638,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyler Huntley,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyreke Smith,Football,NFL,995244,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyrel Dodson,Football,NFL,3125000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyrion Ingram-Dawkins,Football,NFL,1169344,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Tyrus Wheat,Football,NFL,1030000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Ulysses Bentley,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Vi Jones,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Will Anderson Jr.,Football,NFL,8803207,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Yahya Black,Football,NFL,1144959,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Zavion Thomas,Football,NFL,1707878,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Zay Jones,Football,NFL,8000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Myles Adams,Football,NFL,660000,Kool Vibe Sports,https://www.athleteagent.com/agencies/558/clients
Kelvin Beachum,Football,NFL,4000000,Kristin Kimball Consulting,https://www.athleteagent.com/agencies/1156/clients
Beaux Limmer,Football,NFL,1039597,Kutak Rock LLP,https://www.athleteagent.com/agencies/559/clients
Chris Paul Jr.,Football,NFL,0,Kutak Rock LLP,https://www.athleteagent.com/agencies/559/clients
Dre Greenlaw,Football,NFL,10500000,Kutak Rock LLP,https://www.athleteagent.com/agencies/559/clients
Dwight McGlothern,Football,NFL,0,Kutak Rock LLP,https://www.athleteagent.com/agencies/559/clients
Treylon Burks,Football,NFL,3592398,Kutak Rock LLP,https://www.athleteagent.com/agencies/559/clients
Kyler Murray,Football,NFL,38416667,Kyler Murray Group,https://www.athleteagent.com/agencies/1159/clients
Justin Osborne,Football,NFL,993333,LA Sports Group,https://www.athleteagent.com/agencies/1262/clients
Tysheem Johnson,Football,NFL,0,LA Sports Group,https://www.athleteagent.com/agencies/1262/clients
Miles Sanders,Football,NFL,1337500,LAMF Sports Management,https://www.athleteagent.com/agencies/147/clients
Saquon Barkley,Football,NFL,20600000,LBI Entertainment,https://www.athleteagent.com/agencies/1600/clients
Abdullah Anderson,Football,NFL,1700000,LIFT Sports Management,https://www.athleteagent.com/agencies/157/clients
Ahmed Hassanein,Football,NFL,0,LIFT Sports Management,https://www.athleteagent.com/agencies/157/clients
Aidan O'Connell,Football,NFL,1449793,LIFT Sports Management,https://www.athleteagent.com/agencies/157/clients
Akayleb Evans,Football,NFL,1105269,LIFT Sports Management,https://www.athleteagent.com/agencies/157/clients
Amani Oruwariye,Football,NFL,1232500,LIFT Sports Management,https://www.athleteagent.com/agencies/157/clients
